HI_10.txt	Other	Other
HI_126.txt	URW: Discrediting the West, Diplomacy;URW: Discrediting Ukraine;URW: Russia is the Victim;URW: Praise of Russia;URW: Negative Consequences for the West	URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Other;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Other;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Other;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Other;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other
HI_158.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Russia is the Victim	URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Blaming the war on others rather than the invader: Other;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: UA is anti-RU extremists
HI_160.txt	URW: Discrediting the West, Diplomacy;URW: Russia is the Victim;URW: Discrediting Ukraine;URW: Speculating war outcomes	URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Other;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Speculating war outcomes: Russian army is collapsing;URW: Speculating war outcomes: Other
HI_19.txt	Other	Other
HI_154.txt	URW: Amplifying war-related fears;URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy	URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Amplifying war-related fears: Russia will also attack other countries;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: NATO should/will directly intervene;URW: Amplifying war-related fears: Other;URW: Speculating war outcomes: Russian army is collapsing;URW: Speculating war outcomes: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: Other
HI_28.txt	URW: Discrediting the West, Diplomacy;URW: Distrust towards Media	URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Distrust towards Media: Other
HI_26.txt	URW: Praise of Russia;URW: Discrediting the West, Diplomacy;URW: Russia is the Victim	URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Praise of Russia: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: Other;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Other
HI_17.txt	URW: Discrediting the West, Diplomacy;URW: Russia is the Victim;URW: Praise of Russia;URW: Speculating war outcomes	URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Other;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Other;URW: Speculating war outcomes: Other
HI_34.txt	Other	Other
HI_35.txt	Other	Other
HI_156.txt	URW: Russia is the Victim;URW: Amplifying war-related fears;URW: Discrediting the West, Diplomacy	URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: Other;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Amplifying war-related fears: NATO should/will directly intervene;URW: Amplifying war-related fears: Other;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests
HI_159.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Russia is the Victim;URW: Praise of Russia;URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes;URW: Negative Consequences for the West;URW: Distrust towards Media;URW: Amplifying war-related fears	URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Other;URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Speculating war outcomes: Russian army will lose all the occupied territories;URW: Speculating war outcomes: Other;URW: Negative Consequences for the West: The conflict will increase the Ukrainian refugee flows to Europe;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Distrust towards Media: Other;URW: Amplifying war-related fears: Russia will also attack other countries;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Amplifying war-related fears: Other
HI_38.txt	URW: Praise of Russia;URW: Discrediting the West, Diplomacy	URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: Other
HI_31.txt	URW: Discrediting the West, Diplomacy;URW: Distrust towards Media;URW: Russia is the Victim;URW: Speculating war outcomes	URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: Other;URW: Distrust towards Media: Other;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: Other;URW: Speculating war outcomes: Russian army is collapsing;URW: Speculating war outcomes: Other
HI_5.txt	URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes;URW: Negative Consequences for the West	URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Speculating war outcomes: Russian army will lose all the occupied territories;URW: Speculating war outcomes: Other;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other
HI_75.txt	Other	Other
HI_4.txt	URW: Praise of Russia;URW: Discrediting the West, Diplomacy;URW: Russia is the Victim	URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: Other
HI_51.txt	URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West;URW: Distrust towards Media	URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Distrust towards Media: Other
HI_76.txt	URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West;URW: Distrust towards Media;URW: Speculating war outcomes;URW: Discrediting Ukraine	URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Distrust towards Media: Other;URW: Speculating war outcomes: Russian army is collapsing;URW: Speculating war outcomes: Other;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Situation in Ukraine is hopeless
HI_97.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West;URW: Russia is the Victim;URW: Praise of Russia	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Other;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Other
HI_71.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Russia is the Victim;URW: Praise of Russia;URW: Discrediting the West, Diplomacy	URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: UA is anti-RU extremists;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests
HI_95.txt	URW: Blaming the war on others rather than the invader;URW: Russia is the Victim;URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes;URW: Amplifying war-related fears	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Speculating war outcomes: Russian army is collapsing;URW: Speculating war outcomes: Other;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: NATO should/will directly intervene;URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Amplifying war-related fears: Other
