HI_139.txt	Other	Other
HI_160.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy	URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Blaming the war on others rather than the invader: Other;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work
HI_110.txt	URW: Amplifying war-related fears;URW: Blaming the war on others rather than the invader;URW: Russia is the Victim	URW: Amplifying war-related fears: Russia will also attack other countries;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: Other
HI_125.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: Other;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other
HI_10.txt	URW: Discrediting the West, Diplomacy;URW: Discrediting Ukraine;URW: Blaming the war on others rather than the invader	URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Other;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Ukraine is the aggressor
HI_26.txt	URW: Praise of Russia;URW: Discrediting the West, Diplomacy	URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Other;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: Other
HI_159.txt	URW: Praise of Russia;URW: Praise of Russia;URW: Speculating war outcomes;URW: Speculating war outcomes	URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Other;URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Other;URW: Speculating war outcomes: Russian army will lose all the occupied territories;URW: Speculating war outcomes: Other;URW: Speculating war outcomes: Russian army will lose all the occupied territories;URW: Speculating war outcomes: Other
HI_156.txt	URW: Amplifying war-related fears;URW: Discrediting Ukraine;URW: Blaming the war on others rather than the invader	URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: NATO should/will directly intervene;URW: Amplifying war-related fears: Other;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other
HI_97.txt	URW: Russia is the Victim;URW: Blaming the war on others rather than the invader;URW: Negative Consequences for the West	URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other
HI_151.txt	URW: Praise of Russia;URW: Discrediting the West, Diplomacy;URW: Russia is the Victim;URW: Blaming the war on others rather than the invader	URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Discrediting the West, Diplomacy: Other;URW: Russia is the Victim: Other
HI_38.txt	URW: Praise of Russia;URW: Praise of Russia;URW: Praise of Russia;URW: Praise of Russia	URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Other;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Other;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Other;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Other
HI_4.txt	URW: Praise of Russia;URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy	URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: Other
HI_5.txt	URW: Blaming the war on others rather than the invader;URW: Negative Consequences for the West;URW: Amplifying war-related fears;URW: Speculating war outcomes	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other;URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: Other;URW: Speculating war outcomes: Other
HI_126.txt	URW: Discrediting the West, Diplomacy;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West;URW: Praise of Russia	URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Other;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Other;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Other
HI_152.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy;URW: Praise of Russia;URW: Discrediting Ukraine	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Other;URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Other;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Other
HI_107.txt	URW: Amplifying war-related fears;URW: Amplifying war-related fears;URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy	URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: Other
HI_158.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Russia is the Victim;URW: Praise of Russia	URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Other;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: UA is anti-RU extremists;URW: Russia is the Victim: Other;URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Other
HI_76.txt	URW: Praise of Russia;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West;URW: Discrediting Ukraine	URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Other;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: West is tired of Ukraine;URW: Discrediting the West, Diplomacy: Other;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Other
HI_154.txt	URW: Blaming the war on others rather than the invader;URW: Amplifying war-related fears;URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Amplifying war-related fears: Russia will also attack other countries;URW: Amplifying war-related fears: NATO should/will directly intervene;URW: Amplifying war-related fears: Other;URW: Speculating war outcomes: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: Other;URW: Negative Consequences for the West: The conflict will increase the Ukrainian refugee flows to Europe;URW: Negative Consequences for the West: Other;URW: Negative Consequences for the West: Other
HI_95.txt	URW: Amplifying war-related fears;URW: Blaming the war on others rather than the invader;URW: Speculating war outcomes;URW: Praise of Russia;URW: Negative Consequences for the West	URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: NATO should/will directly intervene;URW: Amplifying war-related fears: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Blaming the war on others rather than the invader: Other;URW: Speculating war outcomes: Ukrainian army is collapsing;URW: Speculating war outcomes: Other;URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Other;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other
HI_71.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Praise of Russia;URW: Discrediting the West, Diplomacy;URW: Russia is the Victim	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Other;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Other;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: UA is anti-RU extremists;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Other
