RU-URW-1190.txt	Other	Other
RU-URW-1237.txt	URW: Speculating war outcomes;URW: Overpraising the West	URW: Speculating war outcomes: Other;URW: Overpraising the West: The West belongs in the right side of history;URW: Overpraising the West: The West has the strongest international support
RU-URW-1236.txt	URW: Praise of Russia;URW: Discrediting Ukraine;URW: Hidden plots by secret schemes of powerful groups;URW: Distrust towards Media;URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes	URW: Praise of Russia: Praise of Russian military might;URW: Hidden plots by secret schemes of powerful groups: Other
RU-URW-1201.txt	URW: Speculating war outcomes;URW: Hidden plots by secret schemes of powerful groups;URW: Discrediting Ukraine;URW: Distrust towards Media	URW: Speculating war outcomes: Ukrainian army is collapsing;URW: Speculating war outcomes: Other;URW: Hidden plots by secret schemes of powerful groups: Other;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Distrust towards Media: Ukrainian media cannot be trusted
RU-URW-1225.txt	URW: Praise of Russia;URW: Amplifying war-related fears;URW: Speculating war outcomes;URW: Negative Consequences for the West;URW: Discrediting Ukraine	URW: Praise of Russia: Praise of Russian military might;URW: Amplifying war-related fears: NATO should/will directly intervene;URW: Speculating war outcomes: Other;URW: Negative Consequences for the West: Other;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Situation in Ukraine is hopeless
RU-URW-1209.txt	URW: Hidden plots by secret schemes of powerful groups;URW: Negative Consequences for the West;URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy;URW: Amplifying war-related fears	URW: Hidden plots by secret schemes of powerful groups: Other;URW: Negative Consequences for the West: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: Other;URW: Amplifying war-related fears: Other
RU-URW-1333.txt	URW: Praise of Russia;URW: Speculating war outcomes;URW: Amplifying war-related fears	URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Speculating war outcomes: Other;URW: Amplifying war-related fears: Other
RU-URW-1224.txt	Other	Other
RU-URW-1202.txt	URW: Praise of Russia	URW: Praise of Russia: Praise of Russian military might
RU-URW-1192.txt	URW: Praise of Russia	URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Other
RU-URW-1218.txt	URW: Russia is the Victim;URW: Discrediting the West, Diplomacy	URW: Russia is the Victim: The West is russophobic;URW: Discrediting the West, Diplomacy: The West is overreacting
RU-URW-1207.txt	URW: Blaming the war on others rather than the invader;URW: Overpraising the West;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West;URW: Amplifying war-related fears	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Overpraising the West: The West has the strongest international support;URW: Overpraising the West: The West belongs in the right side of history;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: Other;URW: Negative Consequences for the West: Other;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: NATO should/will directly intervene
RU-URW-1220.txt	URW: Praise of Russia;URW: Speculating war outcomes;URW: Discrediting Ukraine;URW: Hidden plots by secret schemes of powerful groups	URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Praise of Russia: Praise of Russian military might;URW: Speculating war outcomes: Other;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Rewriting Ukraine’s history;URW: Hidden plots by secret schemes of powerful groups: Other
RU-URW-1239.txt	URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy	URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: Other
RU-URW-1215.txt	URW: Distrust towards Media;URW: Praise of Russia;URW: Discrediting Ukraine	URW: Distrust towards Media: Ukrainian media cannot be trusted;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Russian invasion has strong national support;URW: Praise of Russia: Praise of Russian President Vladimir Putin
RU-URW-1325.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West;URW: Hidden plots by secret schemes of powerful groups	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Speculating war outcomes: Other;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: West is tired of Ukraine;URW: Negative Consequences for the West: Other;URW: Hidden plots by secret schemes of powerful groups: Other
RU-URW-1214.txt	URW: Blaming the war on others rather than the invader;URW: Russia is the Victim;URW: Speculating war outcomes;URW: Discrediting Ukraine;URW: Praise of Russia;URW: Discrediting the West, Diplomacy	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Russia is the Victim: Other;URW: Speculating war outcomes: Other;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests
RU-URW-1196.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Speculating war outcomes: Other
RU-URW-1194.txt	URW: Discrediting the West, Diplomacy	URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work
RU-URW-1219.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Hidden plots by secret schemes of powerful groups	URW: Discrediting Ukraine: Discrediting Ukrainian nation and society;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Hidden plots by secret schemes of powerful groups: Other
RU-URW-1206.txt	URW: Praise of Russia;URW: Discrediting Ukraine	URW: Praise of Russia: Praise of Russian military might;URW: Discrediting Ukraine: Discrediting Ukrainian military
RU-URW-1228.txt	URW: Discrediting Ukraine	URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is associated with nazism
RU-URW-1187.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes;URW: Praise of Russia	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Speculating war outcomes: Other;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Other
RU-URW-1232.txt	URW: Discrediting Ukraine;URW: Praise of Russia	URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Russia is a guarantor of peace and prosperity
RU-URW-1221.txt	URW: Discrediting Ukraine;URW: Hidden plots by secret schemes of powerful groups	URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Hidden plots by secret schemes of powerful groups: Other
RU-URW-1197.txt	URW: Discrediting Ukraine;URW: Russia is the Victim	URW: Discrediting Ukraine: Discrediting Ukrainian military
RU-URW-1191.txt	URW: Praise of Russia;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West;URW: Amplifying war-related fears;URW: Hidden plots by secret schemes of powerful groups;URW: Distrust towards Media;URW: Speculating war outcomes;URW: Blaming the war on others rather than the invader	URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: West is tired of Ukraine;URW: Negative Consequences for the West: Other;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Hidden plots by secret schemes of powerful groups: Other;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Blaming the war on others rather than the invader: The West are the aggressors
RU-URW-1195.txt	Other	Other
RU-URW-1203.txt	URW: Discrediting the West, Diplomacy;URW: Discrediting Ukraine	URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies
RU-URW-1229.txt	URW: Discrediting Ukraine;URW: Amplifying war-related fears	URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Amplifying war-related fears: Other
RU-URW-1234.txt	URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes	URW: Discrediting the West, Diplomacy: The EU is divided;URW: Speculating war outcomes: Other
RU-URW-1311.txt	URW: Praise of Russia;URW: Discrediting Ukraine	URW: Praise of Russia: Praise of Russian military might
RU-URW-1210.txt	URW: Discrediting Ukraine;URW: Speculating war outcomes;URW: Amplifying war-related fears	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Speculating war outcomes: Other;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: Other
RU-URW-1223.txt	URW: Praise of Russia;URW: Discrediting Ukraine	URW: Praise of Russia: Other;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies
RU-URW-1230.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes;URW: Russia is the Victim	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Speculating war outcomes: Other;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: Other
RU-URW-1233.txt	URW: Speculating war outcomes;URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West;URW: Hidden plots by secret schemes of powerful groups;URW: Amplifying war-related fears;URW: Blaming the war on others rather than the invader	URW: Speculating war outcomes: Other;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: West is tired of Ukraine;URW: Discrediting the West, Diplomacy: Other;URW: Negative Consequences for the West: Other;URW: Hidden plots by secret schemes of powerful groups: Other;URW: Amplifying war-related fears: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other
