RU-URW-1190.txt	Other	Other
RU-URW-1205.txt	URW: Discrediting Ukraine;URW: Praise of Russia;URW: Russia is the Victim;URW: Negative Consequences for the West;URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy	URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Other;URW: Russia is the Victim: Other;URW: Negative Consequences for the West: Other;URW: Speculating war outcomes: Other;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The West is weak
RU-URW-1192.txt	URW: Praise of Russia	URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Russian invasion has strong national support;URW: Praise of Russia: Other
RU-URW-1202.txt	URW: Praise of Russia	URW: Praise of Russia: Praise of Russian military might
RU-URW-1225.txt	URW: Praise of Russia;URW: Speculating war outcomes;URW: Amplifying war-related fears;URW: Negative Consequences for the West	URW: Praise of Russia: Praise of Russian military might;URW: Speculating war outcomes: Other;URW: Amplifying war-related fears: NATO should/will directly intervene;URW: Amplifying war-related fears: Other;URW: Negative Consequences for the West: Other
RU-URW-1224.txt	Other	Other
RU-URW-1201.txt	URW: Discrediting Ukraine;URW: Speculating war outcomes;URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy	URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Other;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Speculating war outcomes: Other;URW: Speculating war outcomes: Ukrainian army is collapsing;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Other
RU-URW-1333.txt	URW: Praise of Russia;URW: Speculating war outcomes;URW: Amplifying war-related fears	URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Speculating war outcomes: Other;URW: Amplifying war-related fears: Other
RU-URW-1211.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Russia is the Victim;URW: Discrediting the West, Diplomacy;URW: Amplifying war-related fears;URW: Speculating war outcomes;URW: Negative Consequences for the West;URW: Distrust towards Media;URW: Hidden plots by secret schemes of powerful groups	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Russia is the Victim: The West is russophobic;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Other;URW: Amplifying war-related fears: NATO should/will directly intervene;URW: Amplifying war-related fears: Other;URW: Amplifying war-related fears: Russia will also attack other countries;URW: Speculating war outcomes: Ukrainian army is collapsing;URW: Speculating war outcomes: Other;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Hidden plots by secret schemes of powerful groups: Other
RU-URW-1218.txt	URW: Russia is the Victim;URW: Discrediting the West, Diplomacy	URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Other;URW: Discrediting the West, Diplomacy: The West is overreacting
RU-URW-1215.txt	URW: Discrediting Ukraine;URW: Praise of Russia;URW: Distrust towards Media	URW: Discrediting Ukraine: Other;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Distrust towards Media: Ukrainian media cannot be trusted
RU-URW-1194.txt	URW: Discrediting the West, Diplomacy;URW: Praise of Russia	URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Praise of Russia: Praise of Russian President Vladimir Putin
RU-URW-1239.txt	URW: Amplifying war-related fears;URW: Discrediting the West, Diplomacy	URW: Amplifying war-related fears: Other;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: Other
RU-URW-1220.txt	URW: Discrediting Ukraine;URW: Russia is the Victim;URW: Speculating war outcomes;URW: Praise of Russia;URW: Hidden plots by secret schemes of powerful groups	URW: Discrediting Ukraine: Discrediting Ukrainian nation and society;URW: Russia is the Victim: Other;URW: Speculating war outcomes: Other;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Praise of Russia: Other;URW: Hidden plots by secret schemes of powerful groups: Other
RU-URW-1197.txt	URW: Discrediting Ukraine;URW: Russia is the Victim	URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Russia is the Victim: Other
RU-URW-1196.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Speculating war outcomes: Other
RU-URW-1214.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Praise of Russia;URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Discrediting the West, Diplomacy: Other;URW: Speculating war outcomes: Other
RU-URW-1219.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Hidden plots by secret schemes of powerful groups	URW: Discrediting Ukraine: Discrediting Ukrainian nation and society;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting the West, Diplomacy: Other;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: The West is weak;URW: Hidden plots by secret schemes of powerful groups: Other
RU-URW-1228.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine	URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Blaming the war on others rather than the invader: Other;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Discrediting Ukrainian military
RU-URW-1206.txt	URW: Praise of Russia;URW: Discrediting Ukraine	URW: Praise of Russia: Praise of Russian military might;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies
RU-URW-1325.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes;URW: Negative Consequences for the West;URW: Hidden plots by secret schemes of powerful groups	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: West is tired of Ukraine;URW: Discrediting the West, Diplomacy: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Speculating war outcomes: Other;URW: Negative Consequences for the West: Other;URW: Hidden plots by secret schemes of powerful groups: Other
RU-URW-1232.txt	URW: Praise of Russia;URW: Discrediting Ukraine	URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Discrediting Ukraine: Discrediting Ukrainian military
RU-URW-1229.txt	URW: Discrediting Ukraine	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Discrediting Ukrainian military
RU-URW-1207.txt	URW: Blaming the war on others rather than the invader;URW: Russia is the Victim;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West;URW: Speculating war outcomes;URW: Amplifying war-related fears	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Russia is the Victim: The West is russophobic;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Negative Consequences for the West: Other;URW: Speculating war outcomes: Other;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: NATO should/will directly intervene;URW: Amplifying war-related fears: Other
RU-URW-1187.txt	URW: Blaming the war on others rather than the invader;URW: Praise of Russia;URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Praise of Russia: Other;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Other
RU-URW-1203.txt	URW: Discrediting the West, Diplomacy;URW: Discrediting Ukraine	URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies
RU-URW-1221.txt	URW: Discrediting Ukraine;URW: Hidden plots by secret schemes of powerful groups;URW: Distrust towards Media;URW: Blaming the war on others rather than the invader	URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Hidden plots by secret schemes of powerful groups: Other;URW: Distrust towards Media: Other;URW: Blaming the war on others rather than the invader: Other
RU-URW-1234.txt	URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes	URW: Discrediting the West, Diplomacy: The EU is divided;URW: Speculating war outcomes: Other
RU-URW-1195.txt	URW: Russia is the Victim;URW: Blaming the war on others rather than the invader	URW: Russia is the Victim: Other;URW: Blaming the war on others rather than the invader: Ukraine is the aggressor
RU-URW-1223.txt	URW: Discrediting Ukraine;URW: Praise of Russia	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Other;URW: Praise of Russia: Russian invasion has strong national support
RU-URW-1210.txt	URW: Discrediting Ukraine;URW: Speculating war outcomes;URW: Amplifying war-related fears	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Speculating war outcomes: Russian army is collapsing;URW: Speculating war outcomes: Other;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: Other
RU-URW-1311.txt	URW: Praise of Russia;URW: Discrediting Ukraine	URW: Praise of Russia: Praise of Russian military might;URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Discrediting Ukraine: Discrediting Ukrainian nation and society;URW: Discrediting Ukraine: Discrediting Ukrainian military
RU-URW-1230.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Other;URW: Speculating war outcomes: Other
RU-URW-1233.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Russia is the Victim;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West;URW: Amplifying war-related fears;URW: Speculating war outcomes	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: West is tired of Ukraine;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Negative Consequences for the West: Other;URW: Amplifying war-related fears: Other;URW: Speculating war outcomes: Other
RU-URW-1191.txt	URW: Discrediting the West, Diplomacy;URW: Amplifying war-related fears;URW: Distrust towards Media;URW: Russia is the Victim;URW: Negative Consequences for the West;URW: Blaming the war on others rather than the invader;URW: Praise of Russia;URW: Speculating war outcomes	URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: West is tired of Ukraine;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: The West is weak;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Russia is the Victim: The West is russophobic;URW: Negative Consequences for the West: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Praise of Russia: Praise of Russian President Vladimir Putin
