CC_TEST_00056.txt	Other	Other
CC_TEST_00053.txt	CC: Questioning the measurements and science;CC: Amplifying Climate Fears;CC: Criticism of climate movement;CC: Downplaying climate change;CC: Criticism of institutions and authorities;CC: Hidden plots by secret schemes of powerful groups;CC: Green policies are geopolitical instruments	CC: Questioning the measurements and science: Methodologies/metrics used are unreliable/faulty;CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Other;CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Climate movement is corrupt;CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Downplaying climate change: Climate cycles are natural;CC: Downplaying climate change: Temperature increase does not have significant impact;CC: Downplaying climate change: Other;CC: Criticism of institutions and authorities: Criticism of international entities;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Other;CC: Hidden plots by secret schemes of powerful groups: Blaming global elites;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Green policies are geopolitical instruments: Climate-related international relations are abusive/exploitative
RU_TEST_00015.txt	URW: Speculating war outcomes;URW: Russia is the Victim	URW: Speculating war outcomes: Other
RU_TEST_00007.txt	URW: Amplifying war-related fears;URW: Speculating war outcomes	URW: Amplifying war-related fears: Other
CC_TEST_00088.txt	CC: Criticism of climate policies;CC: Criticism of institutions and authorities;CC: Controversy about green technologies;CC: Amplifying Climate Fears;CC: Criticism of climate movement;CC: Hidden plots by secret schemes of powerful groups	CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate policies: Other;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Criticism of international entities;CC: Criticism of institutions and authorities: Other;CC: Controversy about green technologies: Renewable energy is unreliable;CC: Controversy about green technologies: Renewable energy is costly;CC: Controversy about green technologies: Other;CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Whatever we do it is already too late;CC: Amplifying Climate Fears: Other;CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Climate movement is corrupt;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives
CC_TEST_00087.txt	CC: Questioning the measurements and science	CC: Questioning the measurements and science: Other
CC_TEST_00097.txt	CC: Controversy about green technologies	CC: Controversy about green technologies: Other
CC_TEST_00049.txt	CC: Criticism of climate movement;CC: Hidden plots by secret schemes of powerful groups;CC: Criticism of institutions and authorities	CC: Criticism of climate movement: Climate movement is corrupt;CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Criticism of climate movement: Other;CC: Hidden plots by secret schemes of powerful groups: Blaming global elites;CC: Hidden plots by secret schemes of powerful groups: Other;CC: Criticism of institutions and authorities: Criticism of political organizations and figures
RU_TEST_00014.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Praise of Russia;URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy;URW: Distrust towards Media;URW: Amplifying war-related fears;URW: Negative Consequences for the West	URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Speculating war outcomes: Ukrainian army is collapsing;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Other;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Distrust towards Media: Other;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: Other;URW: Negative Consequences for the West: Other
RU_TEST_00076.txt	URW: Discrediting Ukraine;URW: Distrust towards Media;URW: Hidden plots by secret schemes of powerful groups	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Hidden plots by secret schemes of powerful groups: Other;URW: Hidden plots by secret schemes of powerful groups: Other
RU_TEST_00068.txt	URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy;URW: Amplifying war-related fears	URW: Speculating war outcomes: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Other;URW: Amplifying war-related fears: NATO should/will directly intervene;URW: Amplifying war-related fears: Other
RU_TEST_00022.txt	URW: Praise of Russia;URW: Discrediting Ukraine	URW: Praise of Russia: Praise of Russian military might;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies
RU_TEST_00031.txt	URW: Russia is the Victim;URW: Speculating war outcomes;URW: Amplifying war-related fears	URW: Russia is the Victim: Other;URW: Speculating war outcomes: Russian army is collapsing;URW: Amplifying war-related fears: Other
RU_TEST_00079.txt	URW: Speculating war outcomes	URW: Speculating war outcomes: Other
RU_TEST_00067.txt	URW: Russia is the Victim;URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy	URW: Russia is the Victim: Other
CC_TEST_00001.txt	CC: Criticism of climate policies;CC: Controversy about green technologies;CC: Criticism of institutions and authorities;CC: Amplifying Climate Fears	CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate policies: Other;CC: Controversy about green technologies: Nuclear energy is not climate friendly;CC: Controversy about green technologies: Other;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Amplifying Climate Fears: Amplifying existing fears of global warming
CC_TEST_00066.txt	CC: Amplifying Climate Fears	CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Doomsday scenarios for humans
RU_TEST_00061.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy;URW: Praise of Russia;URW: Hidden plots by secret schemes of powerful groups	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Praise of Russia: Praise of Russian military might;URW: Hidden plots by secret schemes of powerful groups: Other
CC_TEST_00027.txt	CC: Criticism of climate policies;CC: Criticism of institutions and authorities;CC: Controversy about green technologies;CC: Criticism of climate movement	CC: Criticism of climate policies: Climate policies are only for profit;CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of institutions and authorities: Other;CC: Controversy about green technologies: Other;CC: Criticism of climate movement: Other
CC_TEST_00017.txt	CC: Downplaying climate change;CC: Questioning the measurements and science;CC: Criticism of institutions and authorities;CC: Criticism of climate movement;CC: Hidden plots by secret schemes of powerful groups	CC: Downplaying climate change: Climate cycles are natural;CC: Downplaying climate change: Human activities do not impact climate change;CC: Downplaying climate change: Other;CC: Questioning the measurements and science: Methodologies/metrics used are unreliable/faulty;CC: Questioning the measurements and science: Scientific community is unreliable;CC: Questioning the measurements and science: Other;CC: Criticism of institutions and authorities: Criticism of international entities;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of climate movement: Other;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Hidden plots by secret schemes of powerful groups: Other
RU_TEST_00045.txt	URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West;URW: Amplifying war-related fears	URW: Speculating war outcomes: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Negative Consequences for the West: Other;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: Russia will also attack other countries
CC_TEST_00050.txt	CC: Hidden plots by secret schemes of powerful groups;CC: Controversy about green technologies;CC: Green policies are geopolitical instruments;CC: Amplifying Climate Fears;CC: Criticism of institutions and authorities	CC: Hidden plots by secret schemes of powerful groups: Blaming global elites;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Hidden plots by secret schemes of powerful groups: Other;CC: Controversy about green technologies: Other;CC: Green policies are geopolitical instruments: Climate-related international relations are abusive/exploitative;CC: Green policies are geopolitical instruments: Green activities are a form of neo-colonialism
CC_TEST_00005.txt	CC: Downplaying climate change;CC: Questioning the measurements and science;CC: Criticism of institutions and authorities;CC: Amplifying Climate Fears	CC: Downplaying climate change: Weather suggests the trend is global cooling;CC: Downplaying climate change: Human activities do not impact climate change;CC: Questioning the measurements and science: Methodologies/metrics used are unreliable/faulty;CC: Questioning the measurements and science: Data shows no temperature increase;CC: Questioning the measurements and science: Greenhouse effect/carbon dioxide do not drive climate change;CC: Questioning the measurements and science: Other;CC: Criticism of institutions and authorities: Other;CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Amplifying existing fears of global warming
RU_TEST_00084.txt	Other	Other
RU_TEST_00057.txt	URW: Praise of Russia;URW: Discrediting Ukraine;URW: Russia is the Victim;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West	URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Other;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire
EN_CC_300106.txt	CC: Controversy about green technologies;CC: Criticism of climate policies;CC: Questioning the measurements and science	CC: Controversy about green technologies: Nuclear energy is not climate friendly;CC: Controversy about green technologies: Other;CC: Criticism of climate policies: Climate policies are ineffective
RU_TEST_00024.txt	URW: Russia is the Victim;URW: Praise of Russia;URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy	URW: Russia is the Victim: The West is russophobic;URW: Praise of Russia: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting the West, Diplomacy: The West is overreacting
CC_TEST_00023.txt	CC: Criticism of climate policies;CC: Amplifying Climate Fears;CC: Controversy about green technologies;CC: Green policies are geopolitical instruments;CC: Criticism of institutions and authorities;CC: Criticism of climate movement	CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate policies: Other;CC: Criticism of climate policies: Other;CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Controversy about green technologies: Renewable energy is costly;CC: Controversy about green technologies: Other;CC: Green policies are geopolitical instruments: Climate-related international relations are abusive/exploitative;CC: Green policies are geopolitical instruments: Other;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Criticism of international entities;CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Criticism of climate movement: Other
CC_TEST_00004.txt	Other	Other
CC_TEST_00019.txt	Other	Other
CC_TEST_00003.txt	Other	Other
RU_TEST_00016.txt	URW: Discrediting Ukraine;URW: Amplifying war-related fears;URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy	URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Rewriting Ukraine’s history;URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Speculating war outcomes: Other
CC_TEST_00080.txt	CC: Criticism of climate movement;CC: Controversy about green technologies;CC: Amplifying Climate Fears;CC: Green policies are geopolitical instruments;CC: Criticism of institutions and authorities;CC: Criticism of climate policies	CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Other;CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Green policies are geopolitical instruments: Green activities are a form of neo-colonialism;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Criticism of international entities;CC: Criticism of climate policies: Climate policies have negative impact on the economy
EN_UA_300008.txt	URW: Praise of Russia;URW: Speculating war outcomes	URW: Praise of Russia: Praise of Russian military might;URW: Speculating war outcomes: Other
CC_TEST_00058.txt	CC: Questioning the measurements and science;CC: Criticism of institutions and authorities;CC: Downplaying climate change;CC: Amplifying Climate Fears;CC: Criticism of climate policies	CC: Questioning the measurements and science: Greenhouse effect/carbon dioxide do not drive climate change;CC: Criticism of institutions and authorities: Other;CC: Downplaying climate change: Climate cycles are natural;CC: Downplaying climate change: Human activities do not impact climate change;CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Whatever we do it is already too late;CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of climate policies: Climate policies have negative impact on the economy
RU_TEST_00074.txt	URW: Russia is the Victim;URW: Discrediting the West, Diplomacy;URW: Blaming the war on others rather than the invader;URW: Negative Consequences for the West;URW: Hidden plots by secret schemes of powerful groups	URW: Russia is the Victim: Other;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Negative Consequences for the West: Other;URW: Hidden plots by secret schemes of powerful groups: Other
CC_TEST_00063.txt	CC: Downplaying climate change;CC: Questioning the measurements and science;CC: Criticism of climate movement;CC: Hidden plots by secret schemes of powerful groups;CC: Green policies are geopolitical instruments;CC: Criticism of climate policies;CC: Controversy about green technologies;CC: Amplifying Climate Fears;CC: Criticism of institutions and authorities	CC: Downplaying climate change: Human activities do not impact climate change;CC: Downplaying climate change: Other;CC: Questioning the measurements and science: Scientific community is unreliable;CC: Questioning the measurements and science: Other;CC: Criticism of climate movement: Climate movement is corrupt;CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Criticism of climate movement: Other;CC: Hidden plots by secret schemes of powerful groups: Blaming global elites;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Hidden plots by secret schemes of powerful groups: Other;CC: Green policies are geopolitical instruments: Climate-related international relations are abusive/exploitative;CC: Green policies are geopolitical instruments: Other;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate policies: Other;CC: Criticism of climate policies: Other;CC: Criticism of climate policies: Other;CC: Criticism of climate policies: Other;CC: Controversy about green technologies: Other;CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Other
CC_TEST_00099.txt	CC: Questioning the measurements and science;CC: Downplaying climate change;CC: Criticism of institutions and authorities;CC: Controversy about green technologies;CC: Hidden plots by secret schemes of powerful groups;CC: Criticism of climate movement;CC: Green policies are geopolitical instruments;CC: Amplifying Climate Fears	CC: Questioning the measurements and science: Greenhouse effect/carbon dioxide do not drive climate change;CC: Questioning the measurements and science: Data shows no temperature increase;CC: Questioning the measurements and science: Scientific community is unreliable;CC: Questioning the measurements and science: Other;CC: Downplaying climate change: Climate cycles are natural;CC: Downplaying climate change: Human activities do not impact climate change;CC: Downplaying climate change: Other;CC: Criticism of institutions and authorities: Criticism of international entities;CC: Controversy about green technologies: Renewable energy is unreliable;CC: Controversy about green technologies: Renewable energy is costly;CC: Controversy about green technologies: Other;CC: Hidden plots by secret schemes of powerful groups: Blaming global elites;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Climate movement is corrupt;CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Criticism of climate movement: Other;CC: Green policies are geopolitical instruments: Climate-related international relations are abusive/exploitative;CC: Green policies are geopolitical instruments: Other
RU_TEST_00098.txt	URW: Praise of Russia;URW: Speculating war outcomes;URW: Amplifying war-related fears;URW: Blaming the war on others rather than the invader	URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Other;URW: Speculating war outcomes: Other;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Blaming the war on others rather than the invader: The West are the aggressors
CC_TEST_00033.txt	CC: Hidden plots by secret schemes of powerful groups;CC: Amplifying Climate Fears;CC: Green policies are geopolitical instruments;CC: Criticism of climate movement;CC: Criticism of institutions and authorities	CC: Hidden plots by secret schemes of powerful groups: Blaming global elites;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Other;CC: Amplifying Climate Fears: Other;CC: Green policies are geopolitical instruments: Climate-related international relations are abusive/exploitative;CC: Green policies are geopolitical instruments: Green activities are a form of neo-colonialism;CC: Criticism of institutions and authorities: Criticism of international entities;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Other
CC_TEST_00039.txt	CC: Criticism of climate policies;CC: Hidden plots by secret schemes of powerful groups;CC: Amplifying Climate Fears;CC: Climate change is beneficial;CC: Downplaying climate change;CC: Questioning the measurements and science;CC: Controversy about green technologies;CC: Criticism of institutions and authorities	CC: Criticism of climate policies: Climate policies are only for profit;CC: Hidden plots by secret schemes of powerful groups: Blaming global elites;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Amplifying Climate Fears: Other;CC: Climate change is beneficial: CO2 is beneficial;CC: Downplaying climate change: CO2 concentrations are too small to have an impact;CC: Downplaying climate change: Human activities do not impact climate change;CC: Downplaying climate change: Climate cycles are natural;CC: Downplaying climate change: Other;CC: Questioning the measurements and science: Greenhouse effect/carbon dioxide do not drive climate change;CC: Questioning the measurements and science: Other;CC: Controversy about green technologies: Other;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Other
CC_TEST_00070.txt	CC: Hidden plots by secret schemes of powerful groups;CC: Green policies are geopolitical instruments;CC: Criticism of institutions and authorities;CC: Amplifying Climate Fears;CC: Controversy about green technologies;CC: Criticism of climate movement	CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Hidden plots by secret schemes of powerful groups: Other;CC: Green policies are geopolitical instruments: Other;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Other;CC: Controversy about green technologies: Other;CC: Criticism of climate movement: Climate movement is corrupt;CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Criticism of climate movement: Other
RU_TEST_00011.txt	URW: Discrediting Ukraine;URW: Negative Consequences for the West;URW: Distrust towards Media;URW: Discrediting the West, Diplomacy	URW: Discrediting Ukraine: Discrediting Ukrainian nation and society;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Negative Consequences for the West: Other;URW: Distrust towards Media: Other;URW: Discrediting the West, Diplomacy: West is tired of Ukraine
RU_TEST_00095.txt	URW: Discrediting Ukraine;URW: Speculating war outcomes;URW: Amplifying war-related fears;URW: Distrust towards Media;URW: Discrediting the West, Diplomacy;URW: Blaming the war on others rather than the invader	URW: Speculating war outcomes: Other;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other
EN_CC_300019.txt	Other	Other
RU_TEST_00020.txt	Other	Other
RU_TEST_00065.txt	URW: Speculating war outcomes;URW: Overpraising the West;URW: Amplifying war-related fears	URW: Speculating war outcomes: Other;URW: Overpraising the West: The West belongs in the right side of history;URW: Amplifying war-related fears: Russia will also attack other countries;URW: Amplifying war-related fears: Other
CC_TEST_00093.txt	CC: Amplifying Climate Fears;CC: Criticism of institutions and authorities	CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Criticism of institutions and authorities: Criticism of national governments
RU_TEST_00064.txt	URW: Discrediting Ukraine;URW: Russia is the Victim;URW: Praise of Russia;URW: Discrediting the West, Diplomacy;URW: Hidden plots by secret schemes of powerful groups	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: UA is anti-RU extremists;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Other;URW: Discrediting the West, Diplomacy: Other;URW: Hidden plots by secret schemes of powerful groups: Other
