RU-URW-1004.txt	URW: Speculating war outcomes	Other
RU-URW-1077.txt	URW: Discrediting the West, Diplomacy	URW: Discrediting the West, Diplomacy: Other
RU-URW-1089.txt	Other	Other
RU-URW-1090.txt	Other	Other
RU-URW-1073.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy	URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting the West, Diplomacy: Other
RU-URW-1089.txt	Other	Other
RU-URW-1085.txt	URW: Praise of Russia	URW: Praise of Russia: Praise of Russian military might
RU-URW-1090.txt	Other	Other
RU-URW-1093.txt	URW: Discrediting Ukraine	URW: Discrediting Ukraine: Discrediting Ukrainian military
RU-URW-1085.txt	URW: Praise of Russia;URW: Speculating war outcomes	URW: Praise of Russia: Praise of Russian military might
RU-URW-1093.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine	URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Discrediting Ukraine: Discrediting Ukrainian military
RU-URW-1102.txt	URW: Discrediting Ukraine;URW: Blaming the war on others rather than the invader	URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Blaming the war on others rather than the invader: Ukraine is the aggressor
RU-URW-1102.txt	URW: Discrediting Ukraine	URW: Discrediting Ukraine: Discrediting Ukrainian military
RU-URW-1101.txt	URW: Discrediting Ukraine;URW: Amplifying war-related fears;URW: Speculating war outcomes	URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Amplifying war-related fears: Other;URW: Speculating war outcomes: Other
RU-URW-1101.txt	URW: Discrediting Ukraine;URW: Speculating war outcomes;URW: Amplifying war-related fears;URW: Praise of Russia	URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Speculating war outcomes: Other;URW: Amplifying war-related fears: Other;URW: Praise of Russia: Russian invasion has strong national support
RU-URW-1110.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Hidden plots by secret schemes of powerful groups	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Hidden plots by secret schemes of powerful groups: Other
RU-URW-1110.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Hidden plots by secret schemes of powerful groups;URW: Blaming the war on others rather than the invader	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Hidden plots by secret schemes of powerful groups: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors
RU-URW-1118.txt	URW: Discrediting Ukraine;URW: Speculating war outcomes	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Speculating war outcomes: Other
RU-URW-1118.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes;URW: Blaming the war on others rather than the invader	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Speculating war outcomes: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other
RU-URW-1120.txt	URW: Blaming the war on others rather than the invader;URW: Speculating war outcomes;URW: Discrediting Ukraine	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Speculating war outcomes: Other;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies
RU-URW-1133.txt	Other	Other
RU-URW-1120.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Speculating war outcomes	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Speculating war outcomes: Other
RU-URW-1135.txt	URW: Speculating war outcomes	URW: Speculating war outcomes: Other
RU-URW-1133.txt	Other	Other
RU-URW-1127.txt	URW: Discrediting the West, Diplomacy;URW: Distrust towards Media	URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Distrust towards Media: Other
RU-URW-1135.txt	URW: Speculating war outcomes	URW: Speculating war outcomes: Other
RU-URW-1127.txt	URW: Hidden plots by secret schemes of powerful groups;URW: Discrediting the West, Diplomacy;URW: Praise of Russia	URW: Hidden plots by secret schemes of powerful groups: Other;URW: Hidden plots by secret schemes of powerful groups: Other;URW: Discrediting the West, Diplomacy: Other;URW: Praise of Russia: Praise of Russian President Vladimir Putin
RU-URW-1146.txt	URW: Speculating war outcomes	URW: Speculating war outcomes: Other
RU-URW-1146.txt	URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy	URW: Speculating war outcomes: Other;URW: Discrediting the West, Diplomacy: Other
RU-URW-1147.txt	URW: Amplifying war-related fears	URW: Amplifying war-related fears: Other
RU-URW-1139.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes;URW: Amplifying war-related fears;URW: Blaming the war on others rather than the invader;URW: Distrust towards Media	URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Speculating war outcomes: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Distrust towards Media: Ukrainian media cannot be trusted
RU-URW-1147.txt	URW: Amplifying war-related fears	URW: Amplifying war-related fears: Other
RU-URW-1139.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Speculating war outcomes;URW: Distrust towards Media;URW: Amplifying war-related fears;URW: Negative Consequences for the West;URW: Hidden plots by secret schemes of powerful groups	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Speculating war outcomes: Other;URW: Distrust towards Media: Ukrainian media cannot be trusted;URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Amplifying war-related fears: NATO should/will directly intervene;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Negative Consequences for the West: Other;URW: Hidden plots by secret schemes of powerful groups: Other
RU-URW-1152.txt	URW: Amplifying war-related fears;URW: Speculating war outcomes	URW: Amplifying war-related fears: Other
RU-URW-1152.txt	URW: Speculating war outcomes;URW: Amplifying war-related fears	URW: Speculating war outcomes: Other;URW: Amplifying war-related fears: Other
RU-URW-1166.txt	URW: Russia is the Victim;URW: Praise of Russia;URW: Discrediting the West, Diplomacy	URW: Russia is the Victim: The West is russophobic;URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: The West is weak
RU-URW-1168.txt	URW: Discrediting Ukraine	URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies
RU-URW-1168.txt	URW: Discrediting Ukraine	URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies
RU-URW-1166.txt	URW: Russia is the Victim;URW: Praise of Russia;URW: Discrediting the West, Diplomacy	URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Other;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Discrediting the West, Diplomacy: The West is weak
RU-URW-1170.txt	URW: Speculating war outcomes;URW: Discrediting Ukraine;URW: Hidden plots by secret schemes of powerful groups	URW: Speculating war outcomes: Other;URW: Hidden plots by secret schemes of powerful groups: Other
RU-URW-1170.txt	URW: Discrediting Ukraine;URW: Speculating war outcomes;URW: Hidden plots by secret schemes of powerful groups;URW: Amplifying war-related fears	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Speculating war outcomes: Other;URW: Hidden plots by secret schemes of powerful groups: Other;URW: Amplifying war-related fears: Other
RU-URW-1171.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is a hub for criminal activities;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Discrediting Ukrainian nation and society;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests
RU-URW-1171.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Hidden plots by secret schemes of powerful groups	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Ukraine is a hub for criminal activities;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Hidden plots by secret schemes of powerful groups: Other
RU-URW-1184.txt	URW: Discrediting the West, Diplomacy	URW: Discrediting the West, Diplomacy: Other
RU-URW-1184.txt	URW: Discrediting the West, Diplomacy	URW: Discrediting the West, Diplomacy: The West is weak
RU-URW-1174.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Speculating war outcomes: Ukrainian army is collapsing;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work
RU-URW-1174.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes	URW: Blaming the war on others rather than the invader: Other;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Speculating war outcomes: Ukrainian army is collapsing;URW: Speculating war outcomes: Other
